# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
780.8297280;-250.3722203;98.2191293;2.7326617;0.0286119;14.6157761;-4.8257467
780.8797267;-250.3920856;98.1732463;2.7340984;0.0287318;14.5981711;-4.8104538
780.9297254;-250.4118849;98.1273348;2.7355407;0.0288514;14.5805660;-4.7951610
780.9797241;-250.4316178;98.0813947;2.7369887;0.0289707;14.5629609;-4.7798682
781.0297228;-250.4512840;98.0354262;2.7384423;0.0290895;14.5453558;-4.7645754
781.0797215;-250.4708832;97.9894290;2.7399016;0.0292081;14.5277508;-4.7492826
781.1297202;-250.4904152;97.9434034;2.7413666;0.0293264;14.5101457;-4.7339898
781.1797189;-250.5098795;97.8973491;2.7428373;0.0294443;14.4925406;-4.7186970
781.2297176;-250.5292760;97.8512662;2.7443136;0.0295620;14.4749356;-4.7034042
781.2797163;-250.5486043;97.8051547;2.7457957;0.0296794;14.4573305;-4.6881114
781.3297150;-250.5678641;97.7590146;2.7472834;0.0297966;14.4397254;-4.6728186
781.3797137;-250.5870551;97.7128459;2.7487768;0.0299135;14.4221203;-4.6575257
781.4297125;-250.6061770;97.6666485;2.7502759;0.0300302;14.4045153;-4.6422329
781.4797112;-250.6252295;97.6204224;2.7517807;0.0301467;14.3869102;-4.6269401
781.5297099;-250.6442123;97.5741676;2.7532911;0.0302630;14.3693051;-4.6116473
781.5797086;-250.6631251;97.5278842;2.7548072;0.0303791;14.3517001;-4.5963545
781.6297073;-250.6819677;97.4815720;2.7563289;0.0304950;14.3340950;-4.5810617
781.6797060;-250.7007396;97.4352312;2.7578564;0.0306107;14.3164899;-4.5657689
781.7297047;-250.7194406;97.3888616;2.7593895;0.0307263;14.2988848;-4.5504761
781.7797034;-250.7380703;97.3424632;2.7609284;0.0308418;14.2821340;-4.5347691
781.8297021;-250.7566286;97.2960361;2.7624729;0.0309571;14.2658644;-4.5188288
781.8797008;-250.7751151;97.2495801;2.7640232;0.0310724;14.2495947;-4.5028885
781.9296995;-250.7935294;97.2030954;2.7655791;0.0311875;14.2333250;-4.4869482
781.9796982;-250.8118714;97.1565819;2.7671408;0.0313026;14.2170554;-4.4710078
782.0296969;-250.8301406;97.1100396;2.7687081;0.0314177;14.2007857;-4.4550675
782.0796956;-250.8483367;97.0634684;2.7702812;0.0315326;14.1845160;-4.4391272
782.1296943;-250.8664596;97.0168684;2.7718600;0.0316476;14.1682464;-4.4231869
782.1796930;-250.8845088;96.9702395;2.7734444;0.0317625;14.1519767;-4.4072466
782.2296917;-250.9024841;96.9235817;2.7750346;0.0318774;14.1357070;-4.3913063
782.2796904;-250.9203852;96.8768950;2.7766305;0.0319924;14.1194374;-4.3753660
782.3296891;-250.9382117;96.8301794;2.7782321;0.0321073;14.1031677;-4.3594257
782.3796878;-250.9559634;96.7834349;2.7798395;0.0322223;14.0868980;-4.3434854
782.4296865;-250.9736400;96.7366615;2.7814525;0.0323373;14.0706284;-4.3275451
782.4796852;-250.9912411;96.6898591;2.7830713;0.0324524;14.0543587;-4.3116048
782.5296839;-251.0087654;96.6430308;2.7846958;0.0325675;14.0380890;-4.2956645
782.5796826;-251.0262118;96.5961782;2.7863261;0.0326827;14.0218194;-4.2797242
782.6296813;-251.0435819;96.5492968;2.7879620;0.0327979;14.0055497;-4.2637839
782.6796800;-251.0608753;96.5023866;2.7896038;0.0329133;13.9892800;-4.2478436
782.7296787;-251.0780917;96.4554476;2.7912512;0.0330288;13.9730104;-4.2319033
782.7796774;-251.0952308;96.4084800;2.7929044;0.0331444;13.9567407;-4.2159630
